two_theta_deg,experimental,fitted
3.915,1664.99,1864.7272939854643
3.9199999999999999,1589.99,1781.6542480463136
3.9249999999999998,1513,1719.327312799524
3.9300000000000002,1549,1679.4367110630747
3.9350000000000001,1659.99,1663.5406986952214
3.9399999999999999,1702.99,1673.0541522439012
3.9449999999999998,1943.99,1709.2382234817228
3.9500000000000002,2184.9899999999998,1773.1911220257552
3.9550000000000001,2508.9899999999998,1865.840078752432
3.96,2820.9899999999998,1987.9345339637512
3.9649999999999999,3323.9899999999998,2140.0405853067764
3.9700000000000002,3894.9899999999998,2322.5367213599011
3.9750000000000001,4478.9799999999996,2535.6108576427796
3.98,5010.9799999999996,2779.2586826482152
3.9849999999999999,5747.9700000000003,3053.2833123990199
3.9900000000000002,6400.9700000000003,3357.2962430651678
3.9950000000000001,7277.9700000000003,3690.7195823987358
4,8176.9700000000003,4052.7895322166828
4.0049999999999999,9031.9699999999993,4442.561085941722
4.0099999999999998,9785.9699999999993,4858.9138973542376
4.0149999999999997,10962,5300.5592692640103
4.0199999999999996,12023.9,5766.0482038268465
4.0250000000000004,12923.9,6253.7804497506804
4.0300000000000002,13884.9,6762.0144756970185
4.0350000000000001,15231.9,7288.8782938200611
4.04,16496.900000000001,7832.3810526266398
4.0449999999999999,17703.900000000001,8390.4253142086764
4.0499999999999998,18659.900000000001,8960.819927414941
4.0549999999999997,19867.900000000001,9541.2934057038838
4.0599999999999996,21254.900000000001,10129.507716262669
4.0650000000000004,21990.900000000001,10723.072385492151
4.0700000000000003,23525.900000000001,11319.558825141892
4.0750000000000002,24822.900000000001,11916.514783226941
4.0800000000000001,25792.900000000001,12511.478824356984
4.085,27033.900000000001,13101.99474524411
4.0899999999999999,27800.900000000001,13685.625832906586
4.0949999999999998,28831.900000000001,14259.968875430146
4.0999999999999996,30191.900000000001,14822.667838056816
4.1050000000000004,31124.900000000001,15371.427120814504
4.1100000000000003,31889.900000000001,15904.024317844147
4.1150000000000002,32639.900000000001,16418.322402988786
4.1200000000000001,33471.900000000001,16912.281271042688
4.125,34343.900000000001,17383.968569276909
4.1299999999999999,34814.900000000001,17831.569759419461
4.1349999999999998,35985.900000000001,18253.397356128877
4.1399999999999997,36062.900000000001,18647.899294117062
4.1449999999999996,37059.900000000001,19013.666382403124
4.1500000000000004,37060.900000000001,19349.438810672582
4.1550000000000002,37477.900000000001,19654.111679327605
4.1600000000000001,37811.900000000001,19926.73953150104
4.165,38168.900000000001,20166.539872024427
4.1699999999999999,38256.900000000001,20372.895665045016
4.1749999999999998,38550.900000000001,20545.35680863573
4.1799999999999997,38193.900000000001,20683.64059129501
4.1849999999999996,38529.900000000001,20787.631141649257
4.1900000000000004,38121.900000000001,20857.377888912262
4.1950000000000003,37956.900000000001,20893.093057686394
4.2000000000000002,37989.900000000001,20895.148226475427
4.2050000000000001,37766.900000000001,20864.069984786533
4.21,36683.900000000001,20800.534728898445
4.2149999999999999,36526.900000000001,20705.362641237534
4.2199999999999998,35868.900000000001,20579.510902807389
4.2249999999999996,35178.900000000001,20424.066192238221
4.2300000000000004,34568.900000000001,20240.23652873985
4.2350000000000003,34360.900000000001,20029.342519539343
4.2400000000000002,33436.900000000001,19792.808075245943
4.2450000000000001,32573.900000000001,19532.15065900152
4.25,31982.900000000001,19248.971137233952
4.2549999999999999,31215.900000000001,18944.943301328884
4.2599999999999998,30075.900000000001,18621.803130568118
4.2649999999999997,29206.900000000001,18281.337867250972
4.2699999999999996,28307.900000000001,17925.37497502012
4.2750000000000004,27711.900000000001,17555.771051061907
4.2800000000000002,26692.900000000001,17174.400762050685
4.2850000000000001,26155.900000000001,16783.145872468074
4.29,24534.900000000001,16383.884432265846
4.2949999999999999,23986.900000000001,15978.480188769936
4.2999999999999998,22927.900000000001,15568.772285263263
4.3049999999999997,22110.900000000001,15156.565305856097
4.3099999999999996,20737.900000000001,14743.619723078848
4.3150000000000004,20593.900000000001,14331.642801137812
4.3200000000000003,19550.900000000001,13922.280003987464
4.3250000000000002,18592.900000000001,13517.106953320865
4.3300000000000001,17729.900000000001,13117.621977294692
4.335,17026.900000000001,12725.239286316699
4.3399999999999999,16328,12341.282807565558
4.3449999999999998,15692,11966.980705117967
4.3499999999999996,14755,11603.460607660676
4.3550000000000004,14132,11251.745560798958
4.3600000000000003,13620,10912.750715973572
4.3650000000000002,13100,10587.280762998433
4.3700000000000001,12324,10276.028108265989
4.375,11994,9979.5717957689267
4.3799999999999999,11195,9698.3771632883163
4.3849999999999998,10984,9432.7962214301715
4.3899999999999997,10717,9183.0687386849986
4.3949999999999996,10375,8949.3240113661413
4.4000000000000004,9952.9599999999991,8731.5832931792265
4.4050000000000002,9782.9599999999991,8529.7628553114464
4.4100000000000001,9390.9699999999993,8343.6776443281597
4.415,9377.9699999999993,8173.0455018457596
4.4199999999999999,9230.9699999999993,8017.4919069318848
4.4249999999999998,9150.9699999999993,7876.5551994822436
4.4299999999999997,8820.9699999999993,7749.6922404508614
4.4349999999999996,8943.9699999999993,7636.2844627775003
4.4400000000000004,8749.9699999999993,7535.6442651706448
4.4450000000000003,8873.9699999999993,7447.0216995715846
4.4500000000000002,8777.9699999999993,7369.611402147706
4.4550000000000001,8783.9699999999993,7302.5597170412002
4.46,8845.9699999999993,7244.9719618302206
4.4649999999999999,9010.9699999999993,7195.9197837388565
4.4699999999999998,8925.9699999999993,7154.4485560521498
4.4749999999999996,9265.9699999999993,7119.5847649440884
4.4800000000000004,9459.9699999999993,7090.3433379977987
4.4850000000000003,9444.9699999999993,7065.7348670750071
4.4900000000000002,9309.9699999999993,7044.7726798605772
4.4950000000000001,9542.9699999999993,7026.4797163504127
4.5,9567.9699999999993,7009.8951687490135
4.5049999999999999,9911.9599999999991,6994.0808456760114
4.5099999999999998,9835.9599999999991,6978.1272242283576
4.5149999999999997,9981.9599999999991,6961.1591562842941
4.5199999999999996,10161,6942.3411984435006
4.5250000000000004,10209,6920.8825381519
4.5300000000000002,10204,6896.0414918347387
4.5350000000000001,10415,6867.1295542339631
4.54,10279,6833.5149815906807
4.5449999999999999,10264,6794.6258948064105
4.5499999999999998,10414,6749.9528922334966
4.5549999999999997,10581,6699.0511652615814
4.5599999999999996,10389,6641.5421133602104
4.5650000000000004,10312,6577.1144586842929
4.5700000000000003,10095,6505.52486372768
4.5750000000000002,10096,6426.5980587991953
4.5800000000000001,10020,6340.2264892750245
4.585,10085,6246.3694956324116
4.5899999999999999,9909.9599999999991,6145.0520421743295
4.5949999999999998,9765.9599999999991,6036.3630130967304
4.5999999999999996,9778.9599999999991,5920.4530971138865
4.6050000000000004,9336.9699999999993,5797.5322842295418
4.6100000000000003,9162.9699999999993,5667.8670004099922
4.6150000000000002,9194.9699999999993,5531.7769078688198
4.6200000000000001,8719.9699999999993,5389.631400403081
4.625,8690.9699999999993,5241.845824719544
4.6299999999999999,8234.9699999999993,5088.8774599511871
4.6349999999999998,8052.9700000000003,4931.2212885845993
4.6399999999999997,7869.9799999999996,4769.4055927953932
4.6449999999999996,7420.9700000000003,4603.9874107201813
4.6500000000000004,7205.9799999999996,4435.5478874811397
4.6550000000000002,7055.9799999999996,4264.6875558243282
4.6600000000000001,6724.9799999999996,4092.0215810401514
4.665,6559.9700000000003,3918.1750044085084
4.6699999999999999,6097.9799999999996,3743.778018759162
4.6749999999999998,5955.9799999999996,3569.4613088679921
4.6799999999999997,5448.9799999999996,3395.8514883312382
4.6849999999999996,5379.9799999999996,3223.5666632836355
4.6900000000000004,4921.9799999999996,3053.2121518641638
4.6950000000000003,4698.9799999999996,2885.3763866980862
4.7000000000000002,4442.9799999999996,2720.6270258698814
4.7050000000000001,4039.98,2559.5072959234781
4.71,3819.9899999999998,2402.5325883594096
4.7149999999999999,3616.9899999999998,2250.18732891935
4.7199999999999998,3239.9899999999998,2102.9221366737579
4.7249999999999996,3047.9899999999998,1961.1512875751548
4.7300000000000004,2704.9899999999998,1825.2504947254386
4.7350000000000003,2520.9899999999998,1695.5550151481027
4.7400000000000002,2246.9899999999998,1572.3580903730478
4.7450000000000001,2126.9899999999998,1455.9097256503408
4.75,1969.99,1346.4158101272262
4.7549999999999999,1738.99,1244.0375778669122
4.7599999999999998,1580.99,1148.8914071748281
4.7649999999999997,1465.99,1061.0489533441203
4.7699999999999996,1265.99,980.53760765264349
4.7750000000000004,1212.99,907.34127325314807
4.7800000000000002,1028,841.4014465106028
4.7850000000000001,926.99599999999998,782.61859036844885
4.79,863.99599999999998,730.85378448092422
4.7949999999999999,758.99599999999998,685.93063514210723
4.7999999999999998,668.99699999999996,647.63742648370248
4.8049999999999997,657.99800000000005,615.72949301115398
4.8099999999999996,599.99800000000005,589.93179230866724
4.8150000000000004,562.99800000000005,569.94165567402172
4.8200000000000003,496.99799999999999,555.43169354831389
4.8250000000000002,495.99799999999999,546.05283188730959
4.8300000000000001,500.99799999999999,541.43745508193615
4.835,444.99799999999999,541.2026306763911
4.8399999999999999,456.99799999999999,544.95339095280974
4.8449999999999998,509.99799999999999,552.2860464497378
4.8499999999999996,511.99799999999999,562.79150665475231
4.8550000000000004,550.99800000000005,576.05858345541162
4.8600000000000003,496.99799999999999,591.67725344201267
4.8650000000000002,520.99800000000005,609.24185582411724
4.8700000000000001,567.99800000000005,628.35420354322287
4.875,592.99800000000005,648.62658612807616
4.8799999999999999,574.99800000000005,669.68464393795625
4.8849999999999998,661.99699999999996,691.17009466296577
4.8899999999999997,679.99699999999996,712.74329428850444
4.8949999999999996,709.99699999999996,734.08561617257442
4.9000000000000004,730.99699999999996,754.90163341778543
4.9050000000000002,770.99699999999996,774.92109133290933
4.9100000000000001,783.99699999999996,793.90065845920924
4.915,805.99699999999996,811.62544637197789
4.9199999999999999,809.99699999999996,827.91029024500199
4.9249999999999998,865.99699999999996,842.60078397225288
4.9299999999999997,859.99699999999996,855.57406546415518
4.9349999999999996,855.99699999999996,866.7393495626801
4.9400000000000004,896.99599999999998,876.03820783767787
4.9450000000000003,907.99699999999996,883.44459632414726
4.9500000000000002,903.99699999999996,888.96463402456038
4.9550000000000001,906.99599999999998,892.63613672049371
4.96,925.99599999999998,894.527912302608
4.9649999999999999,852.99599999999998,894.73882542701097
4.9699999999999998,916.99599999999998,893.39664082936133
4.9749999999999996,857.99699999999996,890.65665606647906
4.9800000000000004,857.99699999999996,886.70013580024784
4.9850000000000003,870.99699999999996,881.73256098240222
4.9900000000000002,795.99699999999996,875.98170743443075
4.9950000000000001,787.99699999999996,869.6955693381318
5,822.99699999999996,863.14014405396733
5.0049999999999999,794.99699999999996,856.59709546187855
5.0099999999999998,752.99699999999996,850.36131366903396
5.0149999999999997,738.99699999999996,844.73838944843681
5.0199999999999996,777.99699999999996,840.04202215963812
5.0250000000000004,683.99699999999996,836.59138015713825
5.0300000000000002,695.99699999999996,834.70843281342229
5.0350000000000001,746.99699999999996,834.71527327288811
5.04,783.99699999999996,836.93145091198585
5.0449999999999999,793.99699999999996,841.67133221231518
5.0499999999999998,779.99699999999996,849.24150836065917
5.0549999999999997,813.99699999999996,859.93826737724135
5.0599999999999996,777.99699999999996,874.04514794583736
5.0650000000000004,829.99699999999996,891.83059138244994
5.0700000000000003,845.99699999999996,913.54570733944638
5.0750000000000002,879.99699999999996,939.42216790628606
5.0800000000000001,942.99699999999996,969.67024374383141
5.085,1030,1004.4769947846607
5.0899999999999999,1112,1044.0046268553806
5.0949999999999998,1175,1088.3890243373944
5.0999999999999996,1220,1137.738467689197
5.1050000000000004,1314.99,1192.1325433153222
5.1100000000000003,1420.99,1251.6212518943046
5.1150000000000002,1562.99,1316.224319879972
5.1200000000000001,1593.99,1385.9307174769654
5.125,1726.99,1460.6983849721764
5.1299999999999999,1947.99,1540.4541678885601
5.1349999999999998,2033.99,1625.09396002587
5.1399999999999997,2170.9899999999998,1714.4830520736989
5.1449999999999996,2315.9899999999998,1808.4566821345827
5.1500000000000004,2442.9899999999998,1906.8207831876957
5.1550000000000002,2621.9899999999998,2009.3529212648718
5.1600000000000001,2726.9899999999998,2115.8034169083257
5.165,2973.9899999999998,2225.8966413406933
5.1699999999999999,3019.9899999999998,2339.3324777097373
5.1749999999999998,3300.9899999999998,2455.7879367784035
5.1799999999999997,3500.9899999999998,2574.9189155215554
5.1849999999999996,3691.9899999999998,2696.3620862684561
5.1900000000000004,3835.9899999999998,2819.7369032994561
5.1950000000000003,4074.9899999999998,2944.6477131696865
5.2000000000000002,4239.9899999999998,3070.6859544950244
5.2050000000000001,4480.9799999999996,3197.4324324983231
5.21,4542.9799999999996,3324.4596532782803
5.2149999999999999,4749.9799999999996,3451.3342025303664
5.2199999999999998,4837.9799999999996,3577.6191533188262
5.2249999999999996,5131.9799999999996,3702.876487470613
5.2300000000000004,5224.9799999999996,3826.669515234501
5.2350000000000003,5492.9799999999996,3948.5652780202454
5.2400000000000002,5553.9799999999996,4068.1369193004325
5.2450000000000001,5812.9799999999996,4184.9660091187716
5.25,5744.9799999999996,4298.6448080993268
5.2549999999999999,6154.9799999999996,4408.7784573871377
5.2599999999999998,6203.9799999999996,4514.9870815673648
5.2649999999999997,6383.9799999999996,4616.9077923022314
5.2699999999999996,6411.9799999999996,4714.1965811869586
5.2750000000000004,6360.9799999999996,4806.5300911518643
5.2800000000000002,6506.9799999999996,4893.6072566214598
5.2850000000000001,6540.9799999999996,4975.1508035759398
5.29,6822.9799999999996,5050.9086016398633
5.2949999999999999,6759.9799999999996,5120.6548613391233
5.2999999999999998,6934.9799999999996,5184.1911707144509
5.3049999999999997,6923.9799999999996,5241.3473665497777
5.3099999999999996,6987.9700000000003,5291.9822365600121
5.3150000000000004,6953.9799999999996,5335.9840499779411
5.3200000000000003,7109.9799999999996,5373.2709150767314
5.3250000000000002,7101.9700000000003,5403.7909632561987
5.3300000000000001,7032.9700000000003,5427.5223604004495
5.335,7042.9799999999996,5444.4731472752183
5.3399999999999999,6949.9799999999996,5454.6809117685962
5.3449999999999998,7062.9799999999996,5458.2122967828918
5.3499999999999996,6955.9799999999996,5455.1623485518821
5.3550000000000004,6915.9799999999996,5445.6537110813533
5.3600000000000003,7020.9799999999996,5429.8356732864386
5.3650000000000002,6914.9700000000003,5407.8830762215293
5.3700000000000001,6896.9799999999996,5379.9950885637518
5.375,6671.9799999999996,5346.3938592144723
5.3799999999999999,6545.9799999999996,5307.3230565219073
5.3849999999999998,6389.9799999999996,5263.046304198414
5.3899999999999997,6342.9799999999996,5213.8455245057567
5.3949999999999996,6427.9799999999996,5160.0191997085849
5.4000000000000004,6042.9799999999996,5101.8805631486794
5.4050000000000002,5958.9799999999996,5039.7557315693712
5.4100000000000001,5887.9799999999996,4973.9817905197906
5.415,5851.9799999999996,4904.9048447926543
5.4199999999999999,5612.9799999999996,4832.8780458969341
5.4249999999999998,5486.9799999999996,4758.2596085392006
5.4299999999999997,5547.9799999999996,4681.4108279855491
5.4349999999999996,5320.9799999999996,4602.6941100019612
5.4400000000000004,5203.9799999999996,4522.4710248264264
5.4450000000000003,5004.9799999999996,4441.1003963140029
5.4500000000000002,4917.9799999999996,4358.9364370191042
5.4550000000000001,4862.9799999999996,4276.3269395410362
5.46,4771.9799999999996,4193.611533962553
5.4649999999999999,4536.9799999999996,4111.1200206615677
5.4699999999999998,4369.9899999999998,4029.1707871766357
5.4749999999999996,4253.9899999999998,3948.0693171626212
5.4800000000000004,4170.9799999999996,3868.1067987883471
5.4850000000000003,4122.9899999999998,3789.5588392083373
5.4900000000000002,3921.9899999999998,3712.6842909906295
5.4950000000000001,3999.9899999999998,3637.7241956078351
5.5,3789.9899999999998,3564.9008483039115
5.5049999999999999,3761.9899999999998,3494.4169878402145
5.5099999999999998,3618.9899999999998,3426.4551138065026
5.5149999999999997,3596.9899999999998,3361.1769333610455
5.5199999999999996,3484.9899999999998,3298.7229384441102
5.5250000000000004,3480.9899999999998,3239.2121136961091
5.5300000000000002,3395.9899999999998,3182.7417745105463
5.5350000000000001,3270.9899999999998,3129.3875338675921
5.54,3292.9899999999998,3079.2033958313527
5.5449999999999999,3157.9899999999998,3032.2219728571536
5.5499999999999998,3154.9899999999998,2988.4548233486648
5.5549999999999997,3144.9899999999998,2947.8929052326107
5.5599999999999996,3226.9899999999998,2910.5071406845805
5.5650000000000004,3071.9899999999998,2876.2490865467348
5.5700000000000003,3014.9899999999998,2845.0517044299054
5.5750000000000002,2963.9899999999998,2816.830223991506
5.5800000000000001,3096.9899999999998,2791.4830924291609
5.585,3104.9899999999998,2768.8930028300651
5.5899999999999999,3038.9899999999998,2748.9279936694033
5.5949999999999998,3027.9899999999998,2731.4426114589728
5.5999999999999996,3008.9899999999998,2716.2791283104289
5.6050000000000004,3053.9899999999998,2703.2688059966536
5.6100000000000003,3025.9899999999998,2692.2331979699402
5.6150000000000002,3141.9899999999998,2682.9854807267052
5.6200000000000001,3107.9899999999998,2675.3318058946825
5.625,3072.9899999999998,2669.0726644590413
5.6299999999999999,3136.9899999999998,2664.0042546375366
5.6349999999999998,3086.9899999999998,2659.9198450597464
5.6399999999999997,3141.9899999999998,2656.6111251000652
5.6449999999999996,3176.9899999999998,2653.8695344560965
5.6500000000000004,3176.9899999999998,2651.487564350929
5.6550000000000002,3245.9899999999998,2649.2600230669536
5.6600000000000001,3155.9899999999998,2646.9852588873509
5.665,3243.9899999999998,2644.4663339260414
5.6699999999999999,3269.9899999999998,2641.5121427646036
5.6749999999999998,3289.9899999999998,2637.9384702817797
5.6799999999999997,3340.9899999999998,2633.5689835543426
5.6849999999999996,3255.9899999999998,2628.2361532235809
5.6900000000000004,3273.9899999999998,2621.7821002556452
5.6950000000000003,3227.9899999999998,2614.0593645729041
5.7000000000000002,3194.9899999999998,2604.9315925933588
5.7050000000000001,3329.9899999999998,2594.2741412822593
5.71,3264.9899999999998,2581.9745968907596
5.7149999999999999,3171.9899999999998,2567.9332071267959
5.7199999999999998,3270.9899999999998,2552.0632260699526
5.7249999999999996,3178.9899999999998,2534.2911717012416
5.7300000000000004,3223.9899999999998,2514.5569964670603
5.7350000000000003,3065.9899999999998,2492.8141718308889
5.7400000000000002,3098.9899999999998,2469.029688283289
5.7450000000000001,3132.9899999999998,2443.1839727777128
5.75,3038.9899999999998,2415.2707260335119
5.7549999999999999,2912.9899999999998,2385.2966825960243
5.7599999999999998,2927.9899999999998,2353.2812969641986
5.7649999999999997,2923.9899999999998,2319.2563594868238
5.7699999999999996,2820.9899999999998,2283.265546087187
5.7750000000000004,2824.9899999999998,2245.3639062012207
5.7800000000000002,2800.9899999999998,2205.6172936044927
5.7850000000000001,2631.9899999999998,2164.1017450576355
5.79,2641.9899999999998,2120.9028119170966
5.7949999999999999,2659.9899999999998,2076.1148500377199
5.7999999999999998,2500.9899999999998,2029.8402734353735
5.8049999999999997,2493.9899999999998,1982.1887772813475
5.8099999999999996,2378.9899999999998,1933.2765358657934
5.8150000000000004,2299.9899999999998,1883.2253811953201
5.8200000000000003,2192.9899999999998,1832.161967880721
5.8250000000000002,2229.9899999999998,1780.2169299252837
5.8300000000000001,2091.9899999999998,1727.5240349436426
5.835,2001.99,1674.219341226406
5.8399999999999999,1907.99,1620.4403629188271
5.8449999999999998,1957.99,1566.3252484037891
5.8499999999999996,1762.99,1512.0119767723158
5.8550000000000004,1767.99,1457.6375770307293
5.8600000000000003,1621.99,1403.3373744343248
5.8650000000000002,1496.99,1349.2442680554534
5.8700000000000001,1505.99,1295.4880433914086
5.875,1504.99,1242.1947234968929
5.8799999999999999,1425.99,1189.4859617896641
5.8849999999999998,1300,1137.4784793286658
5.8899999999999997,1169,1086.2835490042207
5.8949999999999996,1107,1036.0065287121329
5.9000000000000004,1144,986.746445210601
5.9050000000000002,976.99699999999996,938.59562998309843
5.9100000000000001,969.99599999999998,891.6394080544427
5.915,920.99599999999998,845.95584033367118
5.9199999999999999,900.99699999999996,801.61551968844174
5.9249999999999998,826.99699999999996,758.68142059386469
5.9299999999999997,710.99699999999996,717.20880184620592
5.9349999999999996,680.99699999999996,677.24516149093336
5.9400000000000004,722.99699999999996,638.83024278709274
5.9450000000000003,639.99699999999996,601.99608971799785
5.9500000000000002,559.99800000000005,566.76715026331738
5.9550000000000001,505.99799999999999,533.16042537161422
5.96,487.99799999999999,501.18566131650999
5.9649999999999999,447.99799999999999,470.84558288537551
5.9699999999999998,443.99799999999999,442.13616463773849
5.9749999999999996,431.99799999999999,415.04693728251982
5.9800000000000004,338.99799999999999,389.5613260594348
5.9850000000000003,331.99799999999999,365.65701787106127
5.9900000000000002,291.99900000000002,343.30635379855795
5.9950000000000001,319.99900000000002,322.47674354604464
6,262.99900000000002,303.13109829628712
6.0049999999999999,215.999,285.22827842341928
6.0099999999999998,210.999,268.72355249670238
6.0149999999999997,203.999,253.56906402229669
6.0199999999999996,189.999,239.71430240708881
6.0250000000000004,184.999,227.10657468900422
6.0300000000000002,163.999,215.69147466104027
6.0350000000000001,197.999,205.4133461204168
6.04,166.999,196.21573709860601
6.0449999999999999,133.999,188.04184207128296
6.0499999999999998,132.999,180.83492930804832
6.0549999999999997,162.999,174.53875069864037
6.0599999999999996,138.999,169.09793158372577
6.0650000000000004,126.999,164.45833832260865
6.0700000000000003,127.999,160.56742154565529
6.0750000000000002,144.999,157.37453326417963
6.0800000000000001,121.999,154.83121624322166
6.085,130.999,152.89146428131383
6.0899999999999999,118.999,151.51195228420278
6.0949999999999998,148.999,150.65223526480275
6.0999999999999996,144.999,150.27491564767303
6.1050000000000004,143.999,150.34577850130427
6.1100000000000003,132.999,150.83389456381002
6.1150000000000002,113.999,151.7116911656139
6.1200000000000001,141.999,152.95499138485656
6.125,145.999,154.54302199601284
6.1299999999999999,172.999,156.45839098821432
6.1349999999999998,152.999,158.68703563568707
6.1399999999999997,135.999,161.21814229730967
6.1449999999999996,153.999,164.04403930445272
6.1500000000000004,154.999,167.16006446495899
6.1550000000000002,150.999,170.56440886544615
6.1600000000000001,169.999,174.25793879328788
6.165,163.999,178.24399772296653
6.1699999999999999,178.999,182.52819041844623
6.1749999999999998,184.999,187.11815129336597
6.1799999999999997,165.999,192.02329924388604
6.1849999999999996,179.999,197.25458122475652
6.1900000000000004,186.999,202.82420687756394
6.1950000000000003,206.999,208.74537654119851
6.2000000000000002,200.999,215.03200497855747
6.2050000000000001,197.999,221.6984431406527
6.21,215.999,228.7592002600183
6.2149999999999999,221.999,236.22866852013425
6.2199999999999998,232.999,244.12085248710068
6.2249999999999996,237.999,252.44910541471097
6.2300000000000004,235.999,261.2258744451857
6.2350000000000003,282.99900000000002,270.46245662599785
6.2400000000000002,277.99900000000002,280.16876754940546
6.2450000000000001,323.99900000000002,290.35312429650355
6.25,290.99900000000002,301.02204423290561
6.2549999999999999,303.99900000000002,312.18006105965225
6.2599999999999998,300.99900000000002,323.82955937181578
6.2649999999999997,322.99900000000002,335.9706288196881
6.2699999999999996,334.99900000000002,348.60093880463194
6.2750000000000004,351.99900000000002,361.7156344748733
6.2800000000000002,387.99900000000002,375.30725461695539
6.2850000000000001,398.99799999999999,389.36567186747288
6.29,388.99799999999999,403.87805549832569
6.2949999999999999,419.99799999999999,418.82885685823203
6.2999999999999998,472.99799999999999,434.1998173848288
6.3049999999999997,461.99799999999999,449.9699989365011
6.3099999999999996,482.99799999999999,466.11583603221419
6.3150000000000004,511.99799999999999,482.6112094321349
6.3200000000000003,486.99799999999999,499.42754034270996
6.3250000000000002,565.99800000000005,516.53390438808083
6.3300000000000001,514.99800000000005,533.8971643560908
6.335,540.99800000000005,551.48212060250989
6.3399999999999999,589.99800000000005,569.25167788219676
6.3449999999999998,617.99800000000005,587.16702727134293
6.3499999999999996,655.99699999999996,605.18784175131259
6.3550000000000004,625.99800000000005,623.27248394235539
6.3600000000000003,649.99699999999996,641.37822440503498
6.3650000000000002,632.99800000000005,659.46146886886152
6.3700000000000001,679.99699999999996,677.47799270162955
6.375,684.99699999999996,695.38318089937013
6.3799999999999999,745.99699999999996,713.13227185577705
6.3849999999999998,778.99699999999996,730.68060316134483
6.3899999999999997,812.99699999999996,747.98385768614617
6.3949999999999996,806.99699999999996,764.99830821602632
6.4000000000000004,778.99699999999996,781.68105893960046
6.4050000000000002,822.99699999999996,797.99028212256462
6.4100000000000001,832.99699999999996,813.88544835593837
6.415,888.99699999999996,829.32754882550364
6.4199999999999999,883.99699999999996,844.27930812027125
6.4249999999999998,913.99699999999996,858.70538617771922
6.4299999999999997,922.99699999999996,872.5725680520643
6.4349999999999996,991.99599999999998,885.84994028827919
6.4400000000000004,952.99699999999996,898.50905278813093
6.4450000000000003,961.99599999999998,910.52406516442807
6.4500000000000002,1008,921.87187669503055
6.4550000000000001,959.99599999999998,932.53223910822283
6.46,967.99599999999998,942.48785155477765
6.4649999999999999,955.99699999999996,951.72443724867981
6.4699999999999998,1033,960.2308013870429
6.4749999999999996,1048,967.99887008938822
6.4800000000000004,1028,975.0237102262638
6.4850000000000003,1046,981.30353013628473
6.4900000000000002,1023,986.83966135820867
6.4950000000000001,974.99599999999998,991.63652162980657
6.5,1062,995.70155952720359
6.5049999999999999,1027,999.0451812363259
6.5099999999999998,1002,1001.6806600613172
6.5149999999999997,1029,1003.6240293826215
6.5199999999999996,1029,1004.893959879182
6.5250000000000004,1042,1005.5116219243607
6.5300000000000002,1027,1005.5005341530886
6.5350000000000001,1093,1004.8863992780274
6.54,979.99599999999998,1003.696928304662
6.5449999999999999,1025,1001.9616543589376
6.5499999999999998,1100,999.71173739592609
6.5549999999999997,1026,996.97976110390948
6.5599999999999996,1008,993.79952335492226
6.5650000000000004,1013,990.20582158014565
6.5700000000000003,1044,986.23423446656443
6.5750000000000002,984.99699999999996,981.92090137986861
6.5800000000000001,988.99599999999998,977.30230091796341
6.585,1001,972.41502998961425
6.5899999999999999,995.99699999999996,967.29558479395666
6.5949999999999998,949.99599999999998,961.98014504911612
6.5999999999999996,972.99599999999998,956.5043627822547
6.6050000000000004,950.99699999999996,950.90315694937283
6.6100000000000003,1010,945.21051510155496
6.6150000000000002,959.99699999999996,939.45930325545976
6.6200000000000001,971.99699999999996,933.68108506027806
6.625,920.99699999999996,927.90595128153723
6.6299999999999999,930.99699999999996,922.16236054467913
6.6349999999999998,950.99699999999996,916.47699219877529
6.6399999999999997,923.99699999999996,910.87461207374736
6.6449999999999996,930.99599999999998,905.37795181362219
6.6500000000000004,933.99599999999998,900.00760237429483
6.6550000000000002,948.99699999999996,894.78192217774324
6.6600000000000001,900.99699999999996,889.71696031617978
6.665,926.99699999999996,884.82639509999296
6.6699999999999999,894.99699999999996,880.12148814316129
6.6749999999999998,962.99599999999998,875.61105407974026
6.6799999999999997,890.99699999999996,871.30144590573093
6.6849999999999996,933.99699999999996,867.19655584271391
6.6900000000000004,883.99699999999996,863.2978315237367
6.6950000000000003,861.99699999999996,859.6043072085937
6.7000000000000002,883.99599999999998,856.11264964551594
6.7050000000000001,845.99699999999996,852.81721810977967
6.71,895.99699999999996,849.71013806747862
6.7149999999999999,869.99699999999996,846.78138783509405
6.7199999999999998,818.99699999999996,844.01889753293858
6.7249999999999996,906.99599999999998,841.40865956352002
6.7300000000000004,919.99699999999996,838.93484978464051
6.7350000000000003,804.99699999999996,836.57995849192196
6.7400000000000002,939.99699999999996,834.32493027678117
6.7450000000000001,873.99699999999996,832.14931178373672
6.75,871.99699999999996,830.03140635561726
6.7549999999999999,873.99699999999996,827.94843452679163
6.7599999999999998,849.99699999999996,825.87669930307152
6.7649999999999997,857.99699999999996,823.79175515246163
6.7699999999999996,853.99699999999996,821.66857962342772
6.7750000000000004,845.99699999999996,819.48174650678664
6.7800000000000002,861.99699999999996,817.20559946353637
6.7850000000000001,821.99699999999996,814.81442505384689
6.79,814.99699999999996,812.28262412180675
6.7949999999999999,860.99699999999996,809.58488051611744
6.7999999999999998,839.99699999999996,806.69632615855585
