two_theta_deg,experimental,fitted
1.2150000000000001,2911250,13383977.238421828
1.22,2363990,12593743.894380555
1.2250000000000001,1928300,11840339.816351928
1.23,1550210,11134871.242414817
1.2350000000000001,1277390,10487330.338120494
1.24,1077650,9906120.0141832083
1.2450000000000001,968571,9397665.7222734839
1.25,936192,8966146.2863133363
1.2549999999999999,982299,8613364.0011695642
1.26,1099270,8338760.0921388883
1.2649999999999999,1276280,8139567.2233658265
1.27,1508820,8011078.0908721741
1.2749999999999999,1796170,7946999.8592538852
1.28,2131190,7939859.2603694918
1.2849999999999999,2489790,7981422.7542590173
1.29,2879840,8063099.7261915263
1.2949999999999999,3290230,8176303.2003490534
1.3,3713090,8312750.6674232818
1.3049999999999999,4140200,8464696.0330981743
1.3100000000000001,4561690,8625091.302667072
1.3149999999999999,4991090,8787682.6829205081
1.3200000000000001,5399050,8947049.9546366557
1.325,5794540,9098600.2433550265
1.3300000000000001,6159710,9238527.9432108402
1.335,6518920,9363751.9233688004
1.3400000000000001,6848140,9471839.7062677313
1.345,7136710,9560926.45404597
1.3500000000000001,7389900,9629634.6560738776
1.355,7645660,9676998.6004352309
1.3600000000000001,7831560,9702396.1656959243
1.365,7994360,9705489.2398545016
1.3700000000000001,8119470,9686173.159686422
1.375,8240240,9644534.9310220703
1.3799999999999999,8293040,9580819.5881152246
1.385,8337940,9495403.8239626065
1.3899999999999999,8323460,9388775.9232670497
1.395,8311580,9261521.0138609409
1.3999999999999999,8255640,9114310.6883076113
1.405,8171630,8947896.1114321351
1.4099999999999999,8045260,8763103.8056532722
1.415,7927170,8560833.3841907252
1.4199999999999999,7751740,8342056.5770338224
1.425,7577800,8107816.9637272758
1.4299999999999999,7360490,7859229.8904640824
1.4350000000000001,7154530,7597482.107917889
1.4399999999999999,6914400,7323830.72265324
1.4450000000000001,6671530,7039601.1110224146
1.45,6390270,6746183.5022839103
1.4550000000000001,6140060,6445027.9989778288
1.46,5845130,6137637.8685083427
1.4650000000000001,5566290,5825561.0108357752
1.47,5271510,5510379.5827858606
1.4750000000000001,4986980,5193697.8385207765
1.48,4682360,4877128.3261625264
1.4850000000000001,4399270,4562276.659689215
1.49,4093390,4250725.159778106
1.4950000000000001,3819550,3944015.7236755346
1.5,3536220,3643632.3388245078
1.5049999999999999,3262380,3350983.6945297979
1.51,2991080,3067386.3676030296
1.5149999999999999,2749310,2794049.0597595791
1.52,2495300,2532058.3456441793
