two_theta_deg,experimental_intensity,fitted_intensity
1.0820000000000001,9661814,8784685.5940907337
1.0840000000000001,9524749,8299871.7310125846
1.0860000000000001,9382996,7813005.8999060029
1.0880000000000001,9246852,7329785.902330447
1.0900000000000001,9125654,6856193.1444786144
1.0920000000000001,8967399,6398355.1393765034
1.0940000000000001,8850755,5962378.6961260419
1.0960000000000001,8727148,5554160.5638899272
1.0980000000000001,8611249,5179185.5519465934
1.1000000000000001,8500222,4842324.7977903187
1.1020000000000001,8376237.5,4547648.3951598406
1.1040000000000001,8254252,4298266.6227779882
1.1060000000000001,8159237,4096212.3471323997
1.1080000000000001,8055562.5,3942373.9096343163
1.1100000000000001,7952603.5,3836483.3447144479
1.1120000000000001,7855172,3777159.7341688522
1.1140000000000001,7749515,3762002.6112128347
1.1160000000000001,7656012.5,3787726.2648099088
1.1180000000000001,7572645.5,3850323.0588059737
1.1200000000000001,7472794.5,3945242.7049744138
1.1220000000000001,7369585.5,4067574.7701197746
1.1240000000000001,7274936.5,4212223.282181018
1.1260000000000001,7188436.5,4374064.7170981672
1.1280000000000001,7101912.5,4548083.4465191243
1.1300000000000001,7013055.5,4729481.5018717172
1.1320000000000001,6905228.5,4913761.959298389
1.1340000000000001,6808388,5096787.1903551724
1.1360000000000001,6716226.5,5274814.5874654688
1.1380000000000001,6621618,5444513.1828175727
1.1400000000000001,6524067,5602964.9148209076
1.1420000000000001,6428427,5747654.2657015482
1.1440000000000001,6322608,5876449.7101458125
1.1460000000000001,6231177.5,5987579.979708367
1.1480000000000001,6134873,6079607.6431531291
1.1500000000000001,6028102.5,6151401.9892446697
1.1520000000000001,5916890.5,6202112.7154519046
1.1539999999999999,5813777,6231145.4960987046
1.1560000000000001,5701342,6238140.1361981938
1.1579999999999999,5601104,6222951.7129879799
1.1600000000000001,5496697.5,6185634.8608625364
1.1619999999999999,5384233.5,6126431.1588411899
1.1640000000000001,5275406,6045759.4237812515
1.1659999999999999,5163575,5944208.5884506842
1.1680000000000001,5055299,5822532.7437144285
1.1699999999999999,4960988.5,5681647.8425719775
1.1720000000000002,4840713,5522629.4966854099
1.1739999999999999,4732512,5346711.2414978296
1.1760000000000002,4635246,5155282.6042225203
1.1779999999999999,4534657.5,4949886.2819273677
1.1800000000000002,4433383.5,4732213.7282807957
